1,122,5
1,185,5
1,231,5
1,292,5
1,316,5
1,329,5
1,355,5
1,356,5
1,362,5
1,364,5
1,370,5
1,377,5
1,420,5
1,466,5
1,480,5
1,520,5
1,539,5
1,586,5
1,588,5
1,589,5
1,594,5
1,616,5
2,110,5
2,151,3
2,260,5
2,376,3
2,539,3
2,590,5
2,648,2
2,719,3
2,733,3
2,736,3
2,780,3
2,786,3
2,802,2
2,858,2
2,1049,3
2,1073,3
2,1210,4
2,1356,3
2,1391,3
2,1544,3
3,110,4.5
3,151,4.5
3,213,5
3,590,3.5
3,1148,4
3,1246,4
3,1252,4
3,1276,3.5
3,1288,3
3,1408,3.5
3,1552,2
3,1564,4.5
3,1597,4.5
3,1674,4.5
3,3408,4
3,3684,4.5
3,4535,4
3,4677,4
3,4995,4.5
3,5299,3
3,5505,2
3,5527,4.5
3,5952,3.5
3,6287,3
3,6377,4
3,6539,5
3,7153,4
3,7155,3.5
3,8529,4
3,8533,4.5
3,8783,5
3,27821,4.5
3,33750,3.5
4,21,3
4,34,5
4,39,3
4,110,5
4,150,5
4,153,5
4,161,5
4,165,5
4,208,3
4,231,1
4,253,3
4,266,5
4,292,3
4,316,5
4,317,5
4,329,5
4,344,2
4,349,3
4,364,5
4,367,3
4,377,3
4,380,3
4,410,5
4,420,3
4,432,3
4,434,3
4,435,3
4,440,3
4,480,5
4,500,5
4,586,5
4,587,5
4,588,5
4,589,5
4,590,5
4,592,5
4,595,5
4,597,3
5,1,1
5,7,3
5,25,3
5,28,3
5,30,5
5,32,5
5,47,5
5,52,4
5,57,3
5,58,3
5,85,3
5,111,4
5,141,3
5,171,3
5,194,3
5,230,4
5,232,3
5,235,4
5,242,3
5,249,4
5,253,3
5,299,3
5,306,3
5,307,4
5,308,3
5,321,3
5,326,5
5,334,5
5,345,3
5,348,4
5,412,5
5,446,5
5,475,3
5,477,3
5,495,5
5,508,3
5,509,4
5,515,3
5,527,5
5,532,5
5,535,3
5,538,5
5,541,5
5,562,5
5,592,3
5,593,4
5,608,5
5,648,3
5,708,1
5,736,1
5,778,4
5,780,1
5,818,3
5,858,4
5,903,4
5,912,4
5,919,5
5,920,5
5,923,5
5,926,5
5,969,4
5,1041,4
5,1046,5
5,1073,4
5,1080,4
5,1094,4
5,1096,5
5,1097,3
5,1103,4
5,1104,5
5,1172,4
5,1183,5
5,1199,5
5,1206,4
5,1207,4
5,1219,5
5,1221,4
5,1225,5
5,1230,5
5,1235,5
5,1244,4
5,1247,4
5,1258,4
5,1280,4
5,1295,5
5,1300,4
5,1391,1
6,32,5
6,260,5
6,349,4
6,457,5
6,858,5
6,1193,5
6,1196,5
6,1197,5
6,1198,4
6,1264,4
6,1277,5
6,1304,5
6,1396,4
6,1483,3
6,1527,4
6,1573,3
6,1580,4
6,1584,5
6,1629,4
6,1653,5
6,1748,4
6,2028,4
6,2396,5
6,2405,3
6,2571,5
6,2628,4
6,3555,3
6,3578,5
6,3623,3
6,3740,3
6,3753,4
6,3755,4
6,3863,3
6,3986,1
6,3994,5
6,3996,5
6,4053,2
6,4161,3
6,4270,1
6,4299,4
6,4369,2
6,4446,3
7,32,4
7,50,4
7,101,4.5
7,260,3
7,541,2
7,593,3
7,599,5
7,608,5
7,800,4
7,899,5
7,903,5
7,904,5
7,908,5
7,912,5
7,913,5
7,920,5
7,923,5
7,930,5
7,942,4
7,951,4.5
7,954,3.5
7,1086,4
7,1148,4.5
7,1196,4
7,1207,4
7,1210,3
7,1212,5
7,1219,5
7,1234,4
7,1240,3
7,1244,4.5
7,1245,4.5
7,1248,5
7,1252,5
7,1254,5
7,1256,4.5
7,1260,5
7,1266,4
7,1270,4
7,1276,4.5
7,1283,4.5
7,1284,5
7,1288,4
7,1304,4
7,1333,4
7,1344,4
7,1348,4
7,1387,5
7,1517,4
7,1590,3
7,1617,4
7,1732,4
7,1748,4
7,1805,3
7,1895,1.5
7,1917,1
7,2186,5
7,2203,4
7,2206,4
7,2335,2
7,2391,4
7,2395,5
7,2478,1
7,2527,3
7,2648,4
7,2683,3
7,2762,5
7,2791,5
7,2804,3.5
7,2936,4
7,3006,3.5
7,3044,3
7,3176,4
7,3334,4
7,3365,5
7,3435,4
7,3467,4.5
7,3471,3
7,3671,3
7,3703,5
7,3730,4.5
7,3859,3
7,3994,4
7,4027,3
7,4206,3
7,4226,5
7,4246,3
7,4306,2.5
7,4327,4
7,4406,5
7,4420,4
7,4432,5
7,4886,3
7,4975,4
7,5017,3
7,5094,1
7,5184,2
7,5292,4
7,5294,4
7,5300,4
7,5388,4
7,5440,3
7,5481,3
7,5500,3.5
7,5502,4
7,5505,4
7,5528,4
7,5826,3
7,6273,4
8,2,2.5
8,5,3
8,6,4
8,16,3
8,19,3.5
8,22,2.5
8,31,3.5
8,32,4
8,34,3
8,36,3.5
8,39,2.5
8,47,4
8,50,5
8,66,2.5
8,70,5
8,93,3
8,104,4
8,141,3.5
8,145,4
8,153,3.5
8,158,3
8,160,3
8,163,4
8,164,2.5
8,165,4.5
8,170,3.5
8,172,3.5
8,173,3
8,180,3
8,196,3
8,208,2.5
8,215,4
8,216,4
8,223,3
8,231,3
8,240,4
8,253,3.5
8,256,2.5
8,260,3.5
8,288,4.5
8,290,4.5
8,292,3.5
8,293,3
8,303,3.5
8,315,2.5
8,316,4.5
8,324,3.5
8,328,5
8,330,2.5
8,338,4
8,344,3.5
8,345,1.5
8,353,4.5
8,357,3
8,364,3
8,368,3.5
8,370,1.5
8,372,4
8,377,3
8,379,3
8,384,3.5
8,393,2
8,407,3.5
8,413,3
8,420,1.5
8,432,2.5
8,435,3.5
8,442,3.5
8,455,2.5
8,457,3.5
8,471,3.5
8,479,4
8,480,3
8,481,3
8,489,3.5
8,500,3
8,509,2.5
8,514,4
8,520,4.5
8,522,3.5
8,527,4
8,537,2.5
8,540,2.5
8,541,4
8,543,3.5
8,547,3
8,548,3.5
8,552,3.5
8,586,2.5
8,587,1.5
8,588,3
8,589,4
8,590,0.5
8,592,3.5
8,593,4
8,606,3
8,608,5
8,610,4
8,637,3.5
8,648,3
8,678,4.5
8,688,3
8,694,3
8,705,3
8,736,4
8,737,2
8,741,2.5
8,778,4
8,780,4
8,784,3.5
8,785,3.5
8,786,3
8,799,4.5
8,836,3
8,842,3.5
8,849,4
8,879,3
8,886,3
8,934,3.5
8,996,3.5
8,1004,3
8,1020,3.5
8,1027,3
8,1035,0.5
8,1036,4
8,1037,3.5
8,1060,4
8,1061,4
8,1064,3.5
8,1073,2.5
8,1079,4
8,1080,3.5
8,1083,4
8,1089,4
8,1091,3
8,1092,3
8,1093,3.5
8,1094,2.5
8,1100,3.5
8,1101,3
8,1125,3.5
8,1126,2
8,1127,3.5
8,1129,4
8,1136,4
8,1148,4
8,1188,2.5
8,1196,4
8,1197,5
8,1198,4.5
8,1200,5
8,1204,2
8,1206,2.5
8,1208,2.5
8,1210,3.5
8,1214,4
8,1215,5
8,1220,3.5
8,1231,2.5
8,1234,4.5
8,1240,4
8,1253,3.5
8,1261,3
8,1262,4
8,1265,3.5
8,1268,3.5
8,1270,4.5
8,1275,3
8,1285,3.5
8,1291,4.5
8,1302,2
8,1307,2.5
8,1320,5
8,1321,3.5
8,1339,3
8,1347,4
8,1358,4.5
8,1370,4
8,1373,3.5
8,1377,3
8,1380,2.5
8,1385,3
8,1387,3
8,1388,2
8,1391,4
8,1393,3
8,1395,4
8,1396,3.5
8,1405,2.5
8,1408,3
8,1409,3.5
8,1425,4.5
8,1429,3.5
8,1466,3.5
8,1499,3
8,1500,3
8,1513,2.5
8,1515,3.5
8,1517,4.5
8,1527,5
8,1544,3
8,1552,2
8,1556,2.5
8,1562,2
8,1573,3.5
8,1580,4
8,1584,3
8,1587,3
8,1588,3.5
8,1590,3
8,1591,4
8,1597,3
8,1598,3.5
8,1603,3
8,1608,2.5
8,1611,3.5
8,1616,3.5
8,1617,4
8,1620,2.5
8,1625,5
8,1627,3
8,1639,3.5
8,1641,3
8,1644,3.5
8,1653,3.5
8,1658,5
8,1663,3.5
8,1665,3.5
8,1673,4
8,1676,5
8,1682,3
8,1687,3.5
8,1690,4
8,1702,2.5
8,1703,3
8,1704,3.5
8,1717,3.5
8,1721,1
8,1722,3.5
8,1732,5
8,1748,4
8,1754,5
8,1762,2.5
8,1772,3
8,1777,2.5
8,1779,3
8,1792,3.5
8,1801,2.5
8,1805,4
8,1831,4
8,1848,2.5
8,1855,3
8,1862,2
8,1876,1.5
8,1882,3
8,1883,4
8,1911,3
8,1917,3
8,1918,4
8,1920,3.5
8,1923,3.5
8,1954,3.5
8,1961,3
8,1969,3.5
8,1970,3
8,1971,3.5
8,1973,4
8,1974,3.5
8,1992,2
8,1993,2
8,1994,3.5
8,2000,4
8,2001,3.5
8,2002,4
8,2003,3.5
8,2004,4.5
8,2005,4
8,2011,4
8,2012,4
8,2013,3
8,2021,3.5
8,2026,3.5
8,2028,3.5
8,2046,3
8,2050,2.5
8,2051,2.5
8,2052,3
8,2058,3.5
8,2060,3
8,2072,4
8,2100,2.5
8,2105,3.5
8,2107,2.5
8,2115,4
8,2117,3
8,2124,3.5
8,2140,4
8,2150,3
8,2151,3
8,2161,3.5
8,2167,5
8,2193,4
8,2194,2.5
8,2231,3.5
8,2232,3
8,2247,3.5
8,2253,4.5
8,2268,3
8,2269,2.5
8,2278,4
8,2291,3
8,2294,3.5
8,2322,4
8,2325,3
8,2329,4
8,2335,3.5
8,2338,3
8,2340,3
8,2355,3.5
8,2369,2.5
8,2371,2.5
8,2375,2.5
8,2378,0.5
8,2379,1
8,2380,0.5
8,2382,1
8,2383,0.5
8,2387,4.5
8,2389,3
8,2393,3.5
8,2405,3.5
8,2406,3.5
8,2407,3
8,2412,2.5
8,2422,2.5
8,2428,3
8,2431,4
8,2433,3.5
8,2447,3.5
8,2470,3
8,2471,3
8,2478,3.5
8,2490,4
8,2496,4
8,2498,3.5
8,2505,2.5
8,2514,2.5
8,2524,2
8,2540,3.5
8,2541,3.5
8,2542,4.5
8,2548,2
8,2549,3
8,2558,3
8,2571,5
8,2572,3.5
8,2581,3
8,2598,4
8,2600,4
8,2606,4
